Timestamp (s),Code,Code,Code,Code,Code,Code,Code,Energy (J),Duration (s),Feed rate (mm/min),Spindle speed (RPM),Spindle Load,X Load,Y Load,Z Load,X (mm),Y (mm),dX (code) (mm),dY (code) (mm),Length of Cut XY (code) (mm),Z (mm),dZ (mm),Cutting Strategy,IdX (mm),IdY (mm),Depth of Cut(mm),Area of Cut (mm^2),Volume of Cut (mm^3),Cut / No Cut,Length of Cut XYZ (code) (mm),Modal G-Code,Operation
3186.64,Z-7.5000,,,,,,,4651.260232,8.69,24.82873563,1499,2,0.216091954,4.111494253,10.6862069,-21.108,-39.763,0,0,1,-7.5,-1,,0,0,1,71.25573925,71.25573925,Plunge with feed,1,1,Contouring
3195.33,G04,X1.0000,,,,,,509.82522,0.9,0,1499,2,0.747252747,3.714285714,21.37362637,-21.108,-39.763,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3196.23,Y-34.7630,,,,,,,2152.019308,3.91,75.80612245,1500.607143,9.204081633,8.846938776,12.42602041,20.44897959,-21.108,-34.763,0,5,5,-7.5,0,Both,7.1,1.6,1,8.61,8.61,Cut with Feed,5,1,Contouring
3200.14,G04,X1.0000,,,,,,533.811432,1.2,0,1501.479339,5.842975207,5.644628099,2.520661157,25.17355372,-21.108,-34.763,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3201.34,X-32.1650,Y-29.9560,,,,,,5510.388984,9.56,75.92058516,1503.033438,15.31974922,25.33751306,11.34587252,21.37617555,-32.165,-29.956,-11.057,4.807,12.05672003,-7.5,0,Conventional,12.4,6.4,1,31.81,31.81,Cut with Feed,12.05672003,1,Contouring
3210.9,G04,X1.0000,,,,,,0,0.91,0,1499,2.010869565,9.22826087,2.739130435,27.65217391,-32.165,-29.956,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3211.81,G02,X-34.7630,Y-28.1350,R7.9380,,,,1592.326376,2.67,75.71641791,1500.156716,2.78358209,27.75373134,10.23134328,24.53731343,-34.763,-28.135,-2.598,1.821,3.194145675,-7.5,0,Conventional,1.3,0.7,1,0.31,0.31,Cut with Feed,3.194145675,2,Contouring
3214.48,G04,X1.0000,,,,,,513.62882,0.88,0,1499,2.011235955,7.808988764,3.741573034,26.34831461,-34.763,-28.135,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,2,Contouring
3215.36,X-32.4580,Y-25.9520,,,,,,1648.396324,2.65,72.10526316,1503.473684,16.07518797,31.40601504,11.63533835,17.26315789,-32.458,-25.952,2.305,2.183,3.174667542,-7.5,0,Climb,3.9,5.2,1,13.2,13.2,Cut with Feed,3.174667542,1,Contouring
3218.01,G04,X1.0000,,,,,,512.619904,1.17,0,1501.542373,4.262711864,5.974576271,5.542372881,25.44067797,-32.458,-25.952,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3219.18,G02,X-33.7630,Y-22.6770,R4.7630,,,,1062.729392,2.7,75.7195572,1503.464945,10.8597786,29.19926199,8.070110701,18.0295203,-33.763,-22.677,-1.305,3.275,3.611310802,-7.5,0,Conventional,0.3,0.6,1,0.16,0.16,Cut with Feed,3.611310802,2,Contouring
3221.88,G04,X1.0000,,,,,,537.587948,1.2,0,1501.479339,4.305785124,12.33057851,5.58677686,24.19834711,-33.763,-22.677,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,2,Contouring
3223.08,Y2.1620,,,,,,,11332.45191,19.51,75.96106557,1504.030738,15.68493852,7.240266393,8.167520492,16.40932377,-33.763,2.162,0,24.839,24.839,-7.5,0,Climb,2.7,28.9,1,75.41,75.41,Cut with Feed,24.839,1,Contouring
3242.59,G04,X1.0000,,,,,,559.117656,1.19,0,1501.5,4.083333333,13.99166667,5.975,25.64166667,-33.763,2.162,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3243.78,Y27.0000,,,,,,,10979.99849,19.4,75.97578568,1502.858836,16.10355487,7.914477074,10.09891808,16.17156105,-33.763,27,0,24.838,24.838,-7.5,0,Climb,2.7,28.9,1,69.52,69.52,Cut with Feed,24.838,1,Contouring
3263.18,G04,X1.0000,,,,,,1058.928012,1.22,7.691056911,1501.439024,4.536585366,15.7804878,9.024390244,24.69918699,-33.763,27,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3264.4,G02,X-27.0000,Y33.7630,R6.7630,,,,4339.692852,8.36,75.90919952,1503.79092,10.61648746,31.55077658,9.921146953,24.78016726,-27,33.763,6.763,6.763,10.62329556,-7.5,0,Conventional,4.7,4.6,1,11.38,11.38,Cut with Feed,10.62329556,2,Contouring
3272.76,G04,X1.0000,,,,,,526.900128,0.9,0,1499,3.703296703,9.615384615,8.318681319,21.03296703,-27,33.763,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,2,Contouring
3273.66,X22.0250,,,,,,,21047.28631,38.83,75.41297631,1503.992276,14.53089598,27.09268795,5.414006179,25.34062822,22.025,33.763,49.025,0,49.025,-7.5,0,Climb,51.8,2.7,1,143.25,143.25,Cut with Feed,49.025,1,Contouring
3312.49,G04,X1.0000,,,,,,532.796744,0.88,0,1502.258427,2.651685393,7.202247191,8.325842697,19,22.025,33.763,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3313.37,G02,X26.1890,Y31.3100,R4.7630,,,,2669.586704,4.32,70.38337182,1503.318707,11.69976905,11.78060046,12.02540416,27.41339492,26.189,31.31,4.164,-2.453,5.068616737,-7.5,0,Both,0,0,1,0,0,Air-Cut,5.068616737,2,Contouring
3317.69,G04,X1.0000,,,,,,0,0.94,0,1499.105263,2.431578947,10.77894737,1.052631579,17.76842105,26.189,31.31,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,2,Contouring
3318.63,X33.1650,Y18.7330,,,,,,6691.640476,11.37,75.93321617,1504.272408,17.40333919,21.73374341,9.846221441,26.04920914,33.165,18.733,6.976,-12.577,14.3821245,-7.5,0,Conventional,9.6,15.8,1,50.76,50.76,Cut with Feed,14.3821245,1,Contouring
3330,G04,X1.0000,,,,,,524.636468,0.9,0,1502.296703,3.010989011,10.53846154,2.769230769,17.65934066,33.165,18.733,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3330.9,G02,X33.7630,Y16.4230,R4.7630,,,,1081.582668,2.13,65.34579439,1501.943925,11.47663551,23.85046729,7.331775701,25.90186916,33.763,16.423,0.598,-2.31,2.41183323,-7.5,0,Both,0,0,1,0,0,Air-Cut,2.41183323,2,Contouring
3333.03,G04,X1.0000,,,,,,530.327216,0.94,0,1502.368421,3.747368421,10,2.821052632,19.37894737,33.763,16.423,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,2,Contouring
3333.97,Y-25.0000,,,,,,,17881.74169,32.82,75.97685044,1502.783125,16.48004874,9.196162047,10.89217179,26.39171489,33.763,-25,0,-41.423,41.423,-7.5,0,Climb,2.7,45.5,1,120.72,120.72,Cut with Feed,41.423,1,Contouring
3366.79,G04,X1.0000,,,,,,546.048812,0.91,0,1502.26087,2.739130435,14,6.97826087,17.70652174,33.763,-25,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3367.7,G02,X25.0000,Y-33.7630,R8.7630,,,,6094.481788,11.07,75.93140794,1503.052347,16.15252708,32.61913357,10.48375451,20.42418773,25,-33.763,-8.763,-8.763,13.76488821,-7.5,0,Conventional,6.7,6,1,24.54,24.54,Cut with Feed,13.76488821,2,Contouring
3378.77,G04,X1.0000,,,,,,586.603772,0.88,0,1502.258427,2.438202247,7.97752809,8.606741573,25.31460674,25,-33.763,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,2,Contouring
3379.65,X-14.4550,,,,,,,17425.71995,31.09,75.84051447,1503.797428,17.70771704,28.3392283,4.32926045,18.38456592,-14.455,-33.763,-39.455,0,39.455,-7.5,0,Climb,43.2,2.7,1,118.26,118.26,Cut with Feed,39.455,1,Contouring
3410.74,G02,X-16.3540,Y-33.3680,R4.7630,,,,1095.195264,1.49,75.72,1505,15.16666667,22.22,10.94666667,17.19333333,-16.354,-33.368,-1.899,0.395,1.953305028,-7.5,0,Both,0,0,1,0,0,Air-Cut,1.953305028,2,Contouring
3412.23,G04,X1.0000,,,,,,516.405152,1.18,9.210084034,1501.521008,4.857142857,14.21008403,2.554621849,23.41176471,-16.354,-33.368,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3413.41,X-30.8990,Y-27.0440,,,,,,6644.099472,12.65,75.9399684,1502.791469,13.8878357,28.77962085,10.22037915,20.3728278,-30.899,-27.044,-14.545,6.324,15.8603279,-7.5,0,Conventional,14.3,8.2,1,39.52,39.52,Cut with Feed,15.8603279,1,Contouring
3426.06,G04,X1.0000,,,,,,516.290452,0.91,0,1499,1,7.597826087,2.413043478,27,-30.899,-27.044,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3426.97,G02,X-32.4580,Y-25.9520,R4.7630,,,,1031.992456,1.49,75.49333333,1499,1,30.74,9.986666667,26.81333333,-32.458,-25.952,-1.559,1.092,1.916302075,-7.5,0,Both,0,0,1,0,0,Air-Cut,1.916302075,2,Contouring
3428.46,G04,X1.0000,,,,,,515.224556,1.22,0,1499,1.260162602,11.18699187,3.845528455,26.23577236,-32.458,-25.952,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,2,Contouring
3429.68,X-34.7630,Y-28.1350,,,,,,1033.883896,2.36,75.76793249,1499,2,29.092827,13.35864979,24.24050633,-34.763,-28.135,-2.305,-2.183,3.174667542,-7.5,0,Both,0,0,1,0,0,Air-Cut,3.174667542,1,Contouring
3432.04,G04,X1.0000,,,,,,517.29552,1.2,5.834710744,1499,2,11.66115702,6.297520661,24.75206612,-34.763,-28.135,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3433.24,X-39.7630,Y-22.8570,,,,,,3169.680184,5.78,75.86873921,1499,2,30.47322971,10.99309154,26.72884283,-39.763,-22.857,-5,5.278,7.270301507,-7.5,0,Both,0,0,1,0,0,Air-Cut,7.270301507,1,Contouring
3439.02,G04,X1.0000,,,,,,517.566212,0.87,0,1499,2,7.647727273,2.681818182,27.125,-39.763,-22.857,0,0,0,-7.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3439.89,Z-6.5000,,,,,,,1560.232132,2.69,22.03703704,1499,2,6.892592593,2.892592593,40.06296296,-39.763,-22.857,0,0,0,-6.5,1,,0,0,0,0,0,Air-cut in Z while retracting,1,1,Contouring
3442.58,G04,X1.0000,,,,,,1054.592352,2.06,98.1884058,1499,2,7.072463768,2.685990338,29.86956522,-39.763,-22.857,0,0,0,-6.5,0,,0,0,0,0,0,Dwell,0,1,Contouring
3444.64,X28.7240,Y39.7630,,,,,,0,0.3,19669.35484,1499,2,106.8387097,52.48387097,27.96774194,28.724,39.763,68.487,62.62,92.79942656,-6.5,0,Climb,51.5,48.3,1,590.99,590.99,No Cut - Rapid motion,92.79942656,0,Contouring
3444.94,G04,X1.0000,,,,,,1160.89276,2.07,0,1499,2,5.293269231,6.701923077,22.46153846,28.724,39.763,0,0,0,-6.5,0,,0,0,0,0,0,Dwell,0,0,Contouring
3447.01,Z-9.0000,,,,,,,3100.215644,6,24.95840266,1499,2,3.206322795,6.607321131,10.75540765,28.724,39.763,0,0,1,-9,-2.5,,0,0,1,71.25573925,71.25573925,Plunge with feed,1,1,Contouring
3453.01,G04,X1.0000,,,,,,512.256416,0.9,0,1499,2,1.989010989,6.351648352,18.96703297,28.724,39.763,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3453.91,X31.7120,Y34.4440,,,,,,2092.366132,3.92,93.95419847,1500.552163,4.8956743,24.90076336,9.366412214,22.28753181,31.712,34.444,2.988,-5.319,6.100811831,-9,0,Conventional,3.8,1.9,1,5.66,5.66,Cut with Feed,6.100811831,1,Contouring
3457.83,G04,X1.0000,,,,,,528.166416,0.88,0,1502.370787,3.04494382,12.48314607,2.04494382,17.04494382,31.712,34.444,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3458.71,X31.7430,Y34.3900,,,,,,0,0.3,42.58064516,1499,6.903225806,26.4516129,5.838709677,19.09677419,31.743,34.39,0.031,-0.054,0.06226556,-9,0,Both,0,0,1,0,0,Air-Cut,0.06226556,1,Contouring
3459.01,G04,X1.0000,,,,,,517.328376,0.91,0,1499.108696,3.413043478,11.06521739,1.413043478,20.67391304,31.743,34.39,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3459.92,X34.7630,Y28.9450,,,,,,2184.927256,3.9,97.85421995,1504.396419,10.89258312,29.27109974,8.68797954,22.12787724,34.763,28.945,3.02,-5.445,6.226429555,-9,0,Conventional,3.9,6.3,1,8.54,8.54,Cut with Feed,6.226429555,1,Contouring
3463.82,G04,X1.0000,,,,,,511.801168,0.91,0,1499,2.336956522,9.554347826,2,16.66304348,34.763,28.945,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3464.73,X39.7630,,,,,,,1528.833784,3.04,101.6655738,1499,2,29.11803279,3.08852459,16.70163934,39.763,28.945,5,0,5,-9,0,Both,0,0,1,0,0,Air-Cut,5,1,Contouring
3467.77,G04,X1.0000,,,,,,511.571472,0.91,0,1499,2,6.336956522,2,17.22826087,39.763,28.945,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3468.68,Z-7.0000,,,,,,,2600.751164,5.04,24.95049505,1499,2,5.411881188,2.237623762,39.1049505,39.763,28.945,0,0,0,-7,2,,0,0,0,0,0,Air-cut in Z while retracting,2,1,Contouring
3473.72,G04,X1.0000,,,,,,2179.390724,4.21,203.2061611,1499,2,33.90047393,18.51658768,26.33886256,39.763,28.945,0,0,0,-7,0,,0,0,0,0,0,Dwell,0,1,Contouring
3477.93,Z-9.0000,,,,,,,3074.927328,6.01,24.95847176,1499,2,1.400332226,5.397009967,11.06478405,39.763,28.945,0,0,1,-9,-2,,0,0,1,71.25573925,71.25573925,Plunge with feed,1,1,Contouring
3483.94,G04,X1.0000,,,,,,515.260372,0.9,0,1499,2,1.230769231,5.714285714,20.40659341,39.763,28.945,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3484.84,X27.4830,Y34.7630,,,,,,2074.05054,4.56,94.85776805,1500.334792,4.971553611,24.3916849,9.47702407,22.38293217,27.483,34.763,-12.28,5.818,13.58850706,-9,0,Climb,5.5,3.1,1,7.6,7.6,Cut with Feed,13.58850706,1,Contouring
3489.4,G04,X1.0000,,,,,,548.528552,0.9,0,1502.406593,3.417582418,11.62637363,1.186813187,17.04395604,27.483,34.763,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3490.3,G02,X28.9660,Y32.8500,R7.9380,,,,1127.29972,1.48,83.79865772,1500.946309,17.73825503,20.5704698,11.75838926,25.59060403,28.966,32.85,1.483,-1.913,2.429984745,-9,0,Conventional,0.5,0.4,1,0.1,0.1,Cut with Feed,2.429984745,2,Contouring
3491.78,G04,X1.0000,,,,,,528.249148,1.2,0,1501.479339,5.603305785,11.19008264,1.785123967,19.07438017,28.966,32.85,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,2,Contouring
3492.98,X34.7630,Y22.3990,,,,,,3915.506056,7.19,101.8583333,1501.875,16.58611111,20.59722222,10.975,23.10138889,34.763,22.399,5.797,-10.451,11.95109242,-9,0,Conventional,6.8,11.8,1,30.52,30.52,Cut with Feed,11.95109242,1,Contouring
3500.17,G04,X1.0000,,,,,,522.825392,0.91,0,1499,2.326086957,9.217391304,3.010869565,16.32608696,34.763,22.399,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3501.08,X39.7630,,,,,,,1550.550416,3,101.6611296,1499,2,28.92358804,3.205980066,16.68770764,39.763,22.399,5,0,5,-9,0,Both,0,0,1,0,0,Air-Cut,5,1,Contouring
3504.08,G04,X1.0000,,,,,,516.426464,0.93,0,1499,2,7.053191489,2.35106383,18.23404255,39.763,22.399,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3505.01,Z-7.0000,,,,,,,2642.803292,5.06,23.52071006,1499,2,5.408284024,1.881656805,39.68639053,39.763,22.399,0,0,0,-7,2,,0,0,0,0,0,Air-cut in Z while retracting,2,1,Contouring
3510.07,G04,X1.0000,,,,,,1033.663672,2.08,96.70334928,1499,2,5.004784689,2.071770335,29.66507177,39.763,22.399,0,0,0,-7,0,,0,0,0,0,0,Dwell,0,1,Contouring
3512.15,X-29.0720,Y-39.7630,,,,,,0,0.3,19559.03226,1499,2,6.161290323,12.67741935,26.96774194,-29.072,-39.763,-68.835,-62.162,92.74897018,-7,0,Conventional,49.9,47.1,1,576.43,576.43,No Cut - Rapid motion,92.74897018,0,Contouring
3512.45,G04,X1.0000,,,,,,1153.848552,2.1,0,1499,2,4.317535545,3,22.13270142,-29.072,-39.763,0,0,0,-7,0,,0,0,0,0,0,Dwell,0,0,Contouring
3514.55,Z-9.0000,,,,,,,3109.982608,5.86,24.96422487,1499,2,2.894378194,2.896081772,11.16183986,-29.072,-39.763,0,0,1,-9,-2,,0,0,1,71.25573925,71.25573925,Plunge with feed,1,1,Contouring
3520.41,G04,X1.0000,,,,,,502.14994,1.19,0,1499,2,2.491666667,2.808333333,19.25833333,-29.072,-39.763,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3521.6,Y-34.7630,,,,,,,1545.138056,2.99,101.66,1501.066667,10.63666667,7.45,8.2,20.45666667,-29.072,-34.763,0,5,5,-9,0,Both,6.1,1.6,1,8.08,8.08,Cut with Feed,5,1,Contouring
3524.59,G04,X1.0000,,,,,,561.868236,0.88,0,1502.370787,5.685393258,10.04494382,2.337078652,27,-29.072,-34.763,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3525.47,X-33.4300,Y-32.8680,,,,,,1630.15044,2.99,91.46,1500,7.623333333,20.11333333,9.543333333,23.18333333,-33.43,-32.868,-4.358,1.895,4.75217729,-9,0,Conventional,4.4,2.3,1,3.99,3.99,Cut with Feed,4.75217729,1,Contouring
3528.46,G04,X1.0000,,,,,,513.359904,1.17,0,1499,2,8.440677966,4.06779661,27,-33.43,-32.868,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3529.63,G02,X-33.9850,Y-32.6080,R11.1130,,,,512.566328,0.3,98.70967742,1499,2,28.38709677,9.774193548,27,-33.985,-32.608,-0.555,0.26,0.612960231,-9,0,Conventional,0.1,0,1,0.02,0.02,Cut with Feed,0.612960231,2,Contouring
3529.93,G04,X1.0000,,,,,,512.151188,1.18,0,1499,2,8.798319328,3.554621849,27,-33.985,-32.608,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,2,Contouring
3531.11,X-39.7630,Y-29.7090,,,,,,1550.196252,3.92,95.66666667,1499,2,29.78371501,10.0610687,26.98982188,-39.763,-29.709,-5.778,2.899,6.464478711,-9,0,Both,0,0,1,0,0,Air-Cut,6.464478711,1,Contouring
3535.03,G04,X1.0000,,,,,,515.60758,0.93,0,1499,2,7.670212766,4,27.12765957,-39.763,-29.709,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3535.96,Z-7.0000,,,,,,,2596.412248,4.74,24.94736842,1499,2,7.246315789,3.804210526,39.48842105,-39.763,-29.709,0,0,0,-7,2,,0,0,0,0,0,Air-cut in Z while retracting,2,1,Contouring
3540.7,G04,X1.0000,,,,,,1045.570716,2.03,65.62745098,1499,2,7.529411765,3.426470588,30.09803922,-39.763,-29.709,0,0,0,-7,0,,0,0,0,0,0,Dwell,0,1,Contouring
3542.73,X-21.1080,Y-39.7630,,,,,,0,0.3,12956.12903,1499,2,83.61290323,30.19354839,26.93548387,-21.108,-39.763,18.655,-10.054,21.19178947,-7,0,Both,0,0,1,0,0,No Cut - Rapid motion,21.19178947,0,Contouring
3543.03,G04,X1.0000,,,,,,1135.254572,2.08,0,1499,2,3.56937799,4.138755981,22.07655502,-21.108,-39.763,0,0,0,-7,0,,0,0,0,0,0,Dwell,0,0,Contouring
3545.11,Z-9.0000,,,,,,,3069.15296,5.93,24.95791246,1499,2,0.787878788,3.245791246,10.9023569,-21.108,-39.763,0,0,1,-9,-2,,0,0,1,71.25573925,71.25573925,Plunge with feed,1,1,Contouring
3551.04,G04,X1.0000,,,,,,1025.155152,1.18,0,1499,2,0.31092437,3.058823529,19.68067227,-21.108,-39.763,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3552.22,Y-34.7630,,,,,,,1621.961896,2.98,101.6588629,1499.033445,11.64548495,7.173913043,10.09364548,20.38461538,-21.108,-34.763,0,5,5,-9,0,Both,7.1,1.6,1,8.61,8.61,Cut with Feed,5,1,Contouring
3555.2,G04,X1.0000,,,,,,0,0.92,0,1502.11828,5.322580645,5.612903226,2.430107527,25.88172043,-21.108,-34.763,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3556.12,X-32.1650,Y-29.9560,,,,,,4572.11368,7.19,100.3166667,1502.722222,19.32916667,24.02638889,11.35277778,21.76805556,-32.165,-29.956,-11.057,4.807,12.05672003,-9,0,Conventional,12.4,6.4,1,31.81,31.81,Cut with Feed,12.05672003,1,Contouring
3563.31,G04,X1.0000,,,,,,544.024912,1.18,0,1501.436975,2.260504202,11.20168067,2.058823529,26.98319328,-32.165,-29.956,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3564.49,G02,X-34.7630,Y-28.1350,R7.9380,,,,1093.760404,1.79,101.4333333,1499,3.166666667,28.79444444,9.677777778,24.33888889,-34.763,-28.135,-2.598,1.821,3.194145675,-9,0,Conventional,1.3,0.7,1,0.31,0.31,Cut with Feed,3.194145675,2,Contouring
3566.28,G04,X1.0000,,,,,,541.204032,1.22,0,1499.081301,2.040650407,8.406504065,4.06504065,26.47154472,-34.763,-28.135,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,2,Contouring
3567.5,X-32.4580,Y-25.9520,,,,,,1178.759616,1.78,101.4301676,1500.620112,20.96089385,44.43575419,7.921787709,17.12849162,-32.458,-25.952,2.305,2.183,3.174667542,-9,0,Climb,3.9,5.2,1,13.2,13.2,Cut with Feed,3.174667542,1,Contouring
3569.28,G04,X1.0000,,,,,,594.630404,1.2,0,1501.479339,6.256198347,5.107438017,5.049586777,24.19834711,-32.458,-25.952,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3570.48,G02,X-33.7630,Y-22.6770,R4.7630,,,,1139.84568,2.13,101.5233645,1501.990654,12.97196262,20.64018692,7.037383178,18.90654206,-33.763,-22.677,-1.305,3.275,3.611310802,-9,0,Conventional,0.3,0.6,1,0.16,0.16,Cut with Feed,3.611310802,2,Contouring
3572.61,G04,X1.0000,,,,,,558.0081,0.9,0,1502.186813,4,10.63736264,5.021978022,26.67032967,-33.763,-22.677,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,2,Contouring
3573.51,Y2.1620,,,,,,,8888.424456,14.94,101.0782609,1503.842809,19.14849498,10.35250836,7.443478261,17.74314381,-33.763,2.162,0,24.839,24.839,-9,0,Climb,2.7,28.9,1,75.41,75.41,Cut with Feed,24.839,1,Contouring
3588.45,G04,X1.0000,,,,,,0,0.87,0,1502.181818,3.079545455,12.25,5.988636364,26.89772727,-33.763,2.162,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3589.32,Y27.0000,,,,,,,8482.371952,14.88,100.8233714,1503.80188,19.06514439,9.130288784,10.93619879,17.77233042,-33.763,27,0,24.838,24.838,-9,0,Climb,2.7,28.9,1,69.52,69.52,Cut with Feed,24.838,1,Contouring
3604.2,G04,X1.0000,,,,,,548.288644,0.91,0,1502.26087,2.77173913,14.97826087,8.065217391,27.25,-33.763,27,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3605.11,G02,X-27.0000,Y33.7630,R6.7630,,,,3859.271236,6.38,101.8403756,1503.85133,12.13458529,30.46791862,11.71361502,23.94053208,-27,33.763,6.763,6.763,10.62329556,-9,0,Conventional,4.7,4.6,1,11.38,11.38,Cut with Feed,10.62329556,2,Contouring
3611.49,G04,X1.0000,,,,,,519.99874,0.9,0,1502.296703,3.681318681,8.285714286,7.989010989,20.67032967,-27,33.763,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,2,Contouring
3612.39,X22.0250,,,,,,,15772.23953,29.1,101.1405015,1503.695981,17.17828925,25.79594641,5.26657506,25.57265544,22.025,33.763,49.025,0,49.025,-9,0,Climb,51.8,2.7,1,143.28,143.28,Cut with Feed,49.025,1,Contouring
3641.49,G04,X1.0000,,,,,,542.123556,0.89,0,1502.222222,2.644444444,7.544444444,9,19.32222222,22.025,33.763,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3642.38,G02,X26.1890,Y31.3100,R4.7630,,,,2167.820824,3.32,92.5045045,1502.573574,13.00900901,18.92192192,9.174174174,27.34534535,26.189,31.31,4.164,-2.453,5.068616737,-9,0,Both,0,0,1,0,0,Air-Cut,5.068616737,2,Contouring
3645.7,G04,X1.0000,,,,,,0,0.91,0,1499,3.532608696,10.77173913,0.684782609,18.07608696,26.189,31.31,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,2,Contouring
3646.61,X33.1650,Y18.7330,,,,,,5130.328092,8.5,101.880141,1503.629847,21.04230317,21.79318449,9.410105758,26.34430082,33.165,18.733,6.976,-12.577,14.3821245,-9,0,Conventional,9.6,15.8,1,50.76,50.76,Cut with Feed,14.3821245,1,Contouring
3655.11,G04,X1.0000,,,,,,531.425524,1.21,0,1501.540984,3.795081967,11.6557377,3.06557377,19.30327869,33.165,18.733,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3656.32,G02,X33.7630,Y16.4230,R4.7630,,,,1086.52794,1.47,101.3108108,1502.918919,13.93918919,34.28378378,8.972972973,26.93243243,33.763,16.423,0.598,-2.31,2.41183323,-9,0,Both,0,0,1,0,0,Air-Cut,2.41183323,2,Contouring
3657.79,G04,X1.0000,,,,,,521.849184,0.9,0,1499,3.78021978,9.615384615,3.164835165,19.38461538,33.763,16.423,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,2,Contouring
3658.69,Y-25.0000,,,,,,,13665.31153,24.43,101.9582651,1502.518822,19.39198036,8.570376432,11.10188216,26.76391162,33.763,-25,0,-41.423,41.423,-9,0,Climb,2.7,45.5,1,120.72,120.72,Cut with Feed,41.423,1,Contouring
3683.12,G04,X1.0000,,,,,,531.267016,1.24,0,1501.56,5.184,12.768,8.28,20.128,33.763,-25,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
3684.36,G02,X25.0000,Y-33.7630,R8.7630,,,,4488.17622,8.02,101.8729763,1502.499377,18.58530511,30.33748443,13.43835616,21.4856787,25,-33.763,-8.763,-8.763,13.76488821,-9,0,Conventional,6.7,6,1,24.54,24.54,Cut with Feed,13.76488821,2,Contouring
3692.38,G04,X1.0000,,,,,,546.357392,1.18,0,1501.521008,5.630252101,7.941176471,8.462184874,24.65546218,25,-33.763,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,2,Contouring
3693.56,X-14.4550,,,,,,,13212.14248,23.34,101.9563169,1503.62955,21.59571734,27.3875803,4.617987152,19.28779443,-14.455,-33.763,-39.455,0,39.455,-9,0,Climb,43.2,2.7,1,118.26,118.26,Cut with Feed,39.455,1,Contouring
3716.9,G04,X1.0000,,,,,,552.166096,0.9,0,1502.406593,2.747252747,6.967032967,9.582417582,26.2967033,-14.455,-33.763,0,0,0,-9,0,,0,0,0,0,0,Dwell,0,1,Contouring
