RUN_NAME,Mean,Stdv,Mins,Maxs,Range,STATION_FACTOR,TURB_INT,TREND_CORR_TI
200411170940,-59.80,0.33,-60.90,-59.20,1.70,999.0,999.0,999.0
200411170950,-59.74,0.33,-60.60,-59.20,1.40,999.0,999.0,999.0
200411171000,-61.92,1.03,-64.10,-60.30,3.80,999.0,999.0,999.0
200411171010,-67.31,2.01,-71.40,-63.80,7.60,999.0,999.0,999.0
200411171020,-74.67,1.52,-77.60,-71.20,6.40,999.0,999.0,999.0
200411171030,-74.35,0.73,-75.20,-72.40,2.80,999.0,999.0,999.0
200411171040,-70.83,1.00,-72.70,-69.20,3.50,999.0,999.0,999.0
200411171050,-23.80,71.97,-122.90,115.00,237.90,999.0,999.0,999.0
200411171100,10.02,59.52,-123.20,115.30,238.50,999.0,999.0,999.0
200411171110,-25.81,83.44,-124.30,114.60,238.90,999.0,999.0,999.0
200411171120,-10.22,84.50,-123.00,114.90,237.90,999.0,999.0,999.0
200411171130,34.23,87.38,-122.60,115.40,238.00,999.0,999.0,999.0
200411171140,113.48,0.11,113.10,113.80,0.70,999.0,999.0,999.0
200411171150,113.27,0.08,113.00,113.60,0.60,999.0,999.0,999.0
200411171200,112.94,0.14,112.50,113.40,0.90,999.0,999.0,999.0
200411171210,112.89,0.08,112.60,113.20,0.60,999.0,999.0,999.0
200411171220,113.09,0.14,112.70,113.50,0.80,999.0,999.0,999.0
200411171230,113.27,0.08,113.00,113.60,0.60,999.0,999.0,999.0
200411171240,113.44,0.15,113.10,113.90,0.80,999.0,999.0,999.0
200411171250,113.93,0.19,113.50,114.50,1.00,999.0,999.0,999.0
200411171300,114.51,0.16,114.00,115.00,1.00,999.0,999.0,999.0
200411171310,114.91,0.11,114.60,115.40,0.80,999.0,999.0,999.0
200411171320,115.08,0.09,114.70,115.40,0.70,999.0,999.0,999.0
200411171330,115.39,0.14,115.00,115.80,0.80,999.0,999.0,999.0
200411171340,50.39,85.13,-118.60,120.10,238.70,999.0,999.0,999.0
200411171350,-0.90,83.88,-119.60,118.80,238.40,999.0,999.0,999.0
200411171400,-2.52,83.83,-129.40,122.30,251.70,999.0,999.0,999.0
200411171430,4.10,84.45,-132.50,140.10,272.60,999.0,999.0,999.0
200411171440,3.66,83.93,-131.50,140.00,271.50,999.0,999.0,999.0
200411171450,2.26,84.02,-133.70,138.90,272.60,999.0,999.0,999.0
200411171500,-1.12,83.92,-134.40,124.20,258.60,999.0,999.0,999.0
200411171510,-1.54,83.80,-129.00,130.70,259.70,999.0,999.0,999.0
200411171520,0.40,83.54,-127.90,137.50,265.40,999.0,999.0,999.0
200411171530,5.79,84.11,-129.60,142.00,271.60,999.0,999.0,999.0
200411171540,8.92,83.87,-126.90,143.20,270.10,999.0,999.0,999.0
200411171550,9.46,83.60,-125.00,144.60,269.60,999.0,999.0,999.0
200411171600,7.05,84.19,-127.30,142.60,269.90,999.0,999.0,999.0
200411171610,11.56,84.27,-119.80,148.20,268.00,999.0,999.0,999.0
200411171730,22.20,84.54,-118.00,162.30,280.30,999.0,999.0,999.0
200411171740,32.82,85.15,-119.40,194.10,313.50,999.0,999.0,999.0
200411171750,26.62,84.71,-124.70,197.40,322.10,999.0,999.0,999.0
200411171800,19.80,83.52,-136.50,173.50,310.00,999.0,999.0,999.0
200411171810,9.67,84.11,-129.80,152.60,282.40,999.0,999.0,999.0
200411171820,0.38,84.12,-139.80,140.20,280.00,999.0,999.0,999.0
200411171830,8.42,84.75,-128.50,166.30,294.80,999.0,999.0,999.0
200411171840,20.74,84.64,-128.80,207.30,336.10,999.0,999.0,999.0
200411171850,13.65,84.54,-131.60,180.60,312.20,999.0,999.0,999.0
200411171900,7.99,83.68,-133.50,152.10,285.60,999.0,999.0,999.0
200411171910,10.27,84.49,-135.20,151.60,286.80,999.0,999.0,999.0
200411171920,10.68,82.66,-131.40,154.90,286.30,999.0,999.0,999.0
200411171930,10.19,82.14,-133.40,153.00,286.40,999.0,999.0,999.0
200411171940,8.40,80.69,-128.40,142.20,270.60,999.0,999.0,999.0
200411171950,12.99,81.92,-121.60,160.80,282.40,999.0,999.0,999.0
200411172000,11.72,83.80,-127.60,164.50,292.10,999.0,999.0,999.0
200411172010,10.35,84.15,-126.00,152.00,278.00,999.0,999.0,999.0
200411172020,14.78,84.71,-133.60,164.60,298.20,999.0,999.0,999.0
200411172030,19.02,84.32,-126.20,177.70,303.90,999.0,999.0,999.0
200411172040,18.28,84.22,-132.40,171.00,303.40,999.0,999.0,999.0
200411172050,35.79,85.04,-124.50,194.80,319.30,999.0,999.0,999.0
200411172100,39.57,84.52,-109.30,191.50,300.80,999.0,999.0,999.0
200411172110,42.29,84.51,-115.70,204.00,319.70,999.0,999.0,999.0
200411172120,44.24,84.79,-111.00,200.10,311.10,999.0,999.0,999.0
200411172130,46.43,85.67,-123.70,204.00,327.70,999.0,999.0,999.0
200411172140,45.66,84.25,-118.00,200.70,318.70,999.0,999.0,999.0
200411172150,47.64,84.93,-117.40,212.60,330.00,999.0,999.0,999.0
200411172200,50.63,84.00,-105.70,216.20,321.90,999.0,999.0,999.0
200411172210,53.28,84.87,-119.70,236.20,355.90,999.0,999.0,999.0
200411172220,49.20,85.59,-115.20,210.80,326.00,999.0,999.0,999.0
200411172230,52.45,84.69,-106.70,225.00,331.70,999.0,999.0,999.0
200411172240,56.69,84.47,-110.90,223.00,333.90,999.0,999.0,999.0
200411172250,54.88,85.62,-105.00,229.90,334.90,999.0,999.0,999.0
200411172300,75.43,85.47,-100.20,241.10,341.30,999.0,999.0,999.0
200411172310,68.90,84.93,-88.30,237.60,325.90,999.0,999.0,999.0
200411172320,62.97,84.94,-88.20,216.50,304.70,999.0,999.0,999.0
